Receipt #,Physical Business Location,Account #,Owner Address Name,Business Name,Business Address,Category Code,Category Name,Mailing Address Name,Mailing Address Line 1,Mailing Address Line 2,Mailing Address City,Mailing Address State,Mailing Address ZIP,Number of Units,Account Status,Balance Status,Date Paid In Full,Exemption Code,Exemption Description,Business Phone,RE Account Number,Tangible Account Number,Custom Flags,Business Start Date,Year,Class Code,Class Name
4343190,02 - MIAMI BEACH,4158960,MAHOHONEY & CONNOLLY TRUST,1007 BAY DRIVE LLC,"1011 BAY DR MIAMI BEACH, FL 33141 ",APT,APARTMENTS,MAHOHONEY & CONNOLLY TRUST URBAN RESOURCE,PO BOX 403135,,MIAMI BEACH,FL,33141,8,Active,Paid In Full,9/30/16,-- None --,-- None --,305-403-2424,02-3210-013-0920,,-- None --,10/1/99,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
822552,03 - CORAL GABLES,822552,1008 E PONCE LLC,1008 E PONCE  LLC,"1008 E PONCE DE LEON BLVD CORAL GABLES, FL 33134",APT,APARTMENTS,1008 E PONCE LLC,340 MINORCA AVE #9,,CORAL GABLES,FL,33134,16,Active,Unpaid,,-- None --,-- None --,305-445-1030,03-4108-009-1450,,Social Security or Federal Employer ID #,8/24/88,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6201222,30 - UNIN DADE COUNTY,5944369,STUART C WEINSTOCK,100KWEALTH,"11405 SW 112 ST MIAMI, FL 33176 ",SER-ADV,SERVICE BUSINESS,STUART C WEINSTOCK,11405 SW 112 ST,,MIAMI,FL,33176,1,Active,Paid In Full,7/20/16,-- None --,-- None --,305-274-5829,30-5007-010-1340,,Home Business,12/1/06,2017,213,Service business/multiple service business or Passenger transportation services
7469046,30 - UNIN DADE COUNTY,7187986,100M WEST KENDALL LLC C/O IGNACIO GARCIA,100M WEST KENDALL LLC,"13440 SW 120 ST 608 MIAMI, FL 33186 ",EAT,EATING ESTABLISHMENT,100M WEST KENDALL LLC C/O IGNACIO GARCIA,1201 BRICKELL AVE 210,,MIAMI,FL,33131,81,Active,Paid In Full,8/17/16,-- None --,-- None --,,,,-- None --,7/13/15,2017,195,Eating establishments or Catering businesses
7471385,34 - MIAMI GARDENS,7189989,101 CORAL SPRINGS INC C/O BEKI TOKATLILAR PRES,101 CORAL SPRINGS INC,"160 NW 176TH ST 207 4 MIAMI GARDENS, FL 33169 ",SER-MAN,SERVICE BUSINESS,101 CORAL SPRINGS INC C/O BEKI TOKATLILAR PRES,160 NW 176TH ST #207 4,,MIAMI GARDENS,FL,33169,1,Active,Unpaid,,-- None --,-- None --,561-409-6906,34-2112-016-0041,,-- None --,10/27/14,2017,213,Service business/multiple service business or Passenger transportation services
6732847,01 - MIAMI,6464077,101 EXHIBIT LLC C/O JEROME SHAW MGR,101 EXHIBIT LLC,"3 GROVE ISLE DR PH 1T MIAMI, FL 33133 ",DLR-ANT,TANGIBLE PERSONAL PROP DLR,101 EXHIBIT LLC C/O JEROME SHAW MGR,8920 MELROSE AVE,,W HOLLYWOOD,CA,90069,1,Active,Paid In Full,11/15/16,-- None --,-- None --,305-573-2101,01-3124-027-0110,,-- None --,2/1/09,2017,220,Dealer in tangible personal property
7461419,25 - SWEETWATER,7180993,"UNIMEDIC LLC C/O LUIS VARELA, MGR.",101 MOBILITY MIAMI,"2051 NW 112 AVE  127 SWEETWATER, FL 33172 ",SER-SNR,SERVICE BUSINESS,"UNIMEDIC LLC C/O LUIS VARELA, MGR.",2051 NW 112 AVE 127,,SWEETWATER,FL,33172,3,Active,Unpaid,,-- None --,-- None --,786-391-0962,25-3031-041-0270,,-- None --,2/23/15,2017,213,Service business/multiple service business or Passenger transportation services
7461420,25 - SWEETWATER,7180993,"UNIMEDIC LLC C/O LUIS VARELA, MGR.",101 MOBILITY MIAMI,"2051 NW 112 AVE  127 SWEETWATER, FL 33172 ",RET-STR,RETAIL SALES,"UNIMEDIC LLC C/O LUIS VARELA, MGR.",2051 NW 112 AVE 127,,SWEETWATER,FL,33172,3,Active,Unpaid,,-- None --,-- None --,786-391-0962,25-3031-041-0270,,-- None --,2/23/15,2017,214,Retail sales
7437213,30 - UNIN DADE COUNTY,7159845,AQUAMAR VENTURES INC C/O MELANIE SWEET PRESIDENT,101 MOBILITY OF PALM BEACH,DOING BUSINESS IN DADE COUNTY   ,DLR-SAL,TANGIBLE PERSONAL PROP DLR,AQUAMAR VENTURES INC C/O MELANIE SWEET PRESIDENT,2361 VISTA PKWY 7,,WEST PALM BEACH,FL,33411,3,Active,Unpaid,,-- None --,-- None --,561-249-7162,,,Returned Mail,10/1/13,2017,220,Dealer in tangible personal property
5221387,88 - COMMERCIAL LESSORS,5000401,101 NE 54 ST LLC,101 NE 54 ST LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,101 NE 54 ST LLC,3831 LOST SPRINGS DR,,CALABASAS,CA,91301,13227,Active,Paid In Full,7/23/16,-- None --,-- None --,305-000-0000,01-3113-064-0330,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7464333,01 - MIAMI,7183668,101 PROPERTIES MANAGEMENT LLC C/O AGOSTINO PEZZATINI MGR,101 PROPERTIES MANAGEMENT LLC,"7130 NW MIAMI CT  BAY 4 MIAMI, FL 33150 ",SER-MAN,SERVICE BUSINESS,101 PROPERTIES MANAGEMENT LLC C/O AGOSTINO PEZZATINI MGR,5400 RIVIERA DR,,CORAL GABLES,FL,33146,1,Active,Unpaid,,-- None --,-- None --,305-587-6497,01-3112-068-0360,,-- None --,3/27/15,2017,213,Service business/multiple service business or Passenger transportation services
852369,24 - VILLAGE OF KEY BISCAYNE,7050461,101 SUNRISE LLC,101 SUNRISE LLC,"101 SUNRISE DR VILLAGE OF KEY BISCAYNE, FL 33149 ",APT,APARTMENTS,101 SUNRISE LLC,240 CRANDON BLVD STE 250,,KEY BISCAYNE,FL,33149,20,Active,Unpaid,,-- None --,-- None --,786-360-5149,24-5205-014-0010,,-- None --,10/11/12,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7467924,30 - UNIN DADE COUNTY,7186969,"101 VAPOR & SMOKE LLC C/O RANDY ECHEVARRIA, MGR",101 VAPOR & SMOKE LLC,"10110 NW 27 AVE MIAMI, FL 33147 ",RET-STR,RETAIL SALES,"101 VAPOR & SMOKE LLC C/O RANDY ECHEVARRIA, MGR",10110 NW 27 AVE,,MIAMI,FL,33147,3,Active,Paid In Full,9/17/16,-- None --,-- None --,,,,-- None --,6/15/15,2017,214,Retail sales
7450746,03 - CORAL GABLES,7171775,1010 CONSULTING LLC C/O  CRYSTAL TORCHIO,1010 CONSULTING LLC,"2332 GALIANO ST 2ND FLR CORAL GABLES, FL 33134 ",CON,CONSULTANT,1010 CONSULTING LLC C/O  CRYSTAL TORCHIO,441 W 22 ST BAY 1,,NEW YORK,NY,10011,1,Active,Unpaid,,-- None --,-- None --,508-254-9628,03-4108-089-0001,,Returned Mail,5/15/14,2017,212,"Professions, professional associations"
7489458,88 - COMMERCIAL LESSORS,7206253,10101 R E HOLDING LLC,10101 R E HOLDING LLC,MUNICIPALITIES LOCATION   ,LES,COMMERCL/INDUST/OFFICE SPACE,10101 R E HOLDING LLC,10101 S DIXIE HWY,,PINECREST,FL,33156,4516,Active,Paid In Full,9/20/16,-- None --,-- None --,,20-5002-008-0050,,-- None --,10/1/16,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7500816,25 - SWEETWATER,7216662,1010TZ CORP C/O  LUIS ZOCCATELLI,1010TZ CORP,"2451 NW 109 AVE STE 5 SWEETWATER, FL 33172",DLR-SAL,TANGIBLE PERSONAL PROP DLR,1010TZ CORP C/O  LUIS ZOCCATELLI,9616 NW 47 TER,,DORAL,FL,33178,2,Active,Paid In Full,1/11/17,-- None --,-- None --,,,,-- None --,1/11/17,2017,220,Dealer in tangible personal property
7500817,25 - SWEETWATER,7216662,1010TZ CORP C/O  LUIS ZOCCATELLI,1010TZ CORP,"2451 NW 109 AVE STE 5 SWEETWATER, FL 33172",SER-REN,SERVICE BUSINESS,1010TZ CORP C/O  LUIS ZOCCATELLI,9616 NW 47 TER,,DORAL,FL,33178,2,Active,Paid In Full,1/11/17,-- None --,-- None --,,,,-- None --,1/11/17,2017,213,Service business/multiple service business or Passenger transportation services
7226285,32 - MIAMI LAKES,6950563,101224 ENTERPRISES INC,101224 ENTERPRISES INC,"5881 NW 151 ST 216 MIAMI LAKES, FL 33014 ",DRY,CLEANER/LAUNDRY/ALTERATIONS,101224 ENTERPRISES INC AGNERYS RODRIGUEZ,5881 NW 151 ST 216,,MIAMI,FL,33014,1,Active,Unpaid,,-- None --,-- None --,954-659-8835,32-2024-015-0230,,"Enforcement, Returned Mail",2/1/12,2017,213,Service business/multiple service business or Passenger transportation services
1842245,01 - MIAMI,6934559,1015 PROPERTIES LLC C/O BARBARA LORENZO MGR,1015 PROPERTIES LLC,"1015 NW 45 AVE MIAMI, FL 33126",APT,APARTMENTS,1015 PROPERTIES LLC C/O BARBARA LORENZO MGR,7835 SW 97 CT,,MIAMI,FL,33173,16,Active,Paid In Full,7/22/16,-- None --,-- None --,305-308-5135,01-3132-009-0330,,-- None --,1/30/12,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7494991,01 - MIAMI,6934559,1015 PROPERTIES LLC C/O BARBARA LORENZO MGR,1015 PROPERTIES LLC,"1015 NW 45 AVE MIAMI, FL 33126",LDY,LAUNDRY MACHINE,1015 PROPERTIES LLC C/O BARBARA LORENZO MGR,7835 SW 97 CT,,MIAMI,FL,33173,4,Active,Paid In Full,10/19/16,-- None --,-- None --,305-308-5135,01-3132-009-0330,,-- None --,1/30/12,2017,221,"Vending, service & amusement machines"
812736,02 - MIAMI BEACH,2846484,1018 JEFFERSON LLC  C/O THOMAS E HILL MGR,1018 JEFFERSON LLC,"1018 JEFFERSON AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1018 JEFFERSON LLC  C/O THOMAS E HILL MGR,4909 LACLEDE AVE #2401,,ST. LOUIS,MO,63108,9,Active,Paid In Full,7/26/16,-- None --,-- None --,,02-4203-009-6880,10-355506,Social Security or Federal Employer ID #,3/16/93,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7483600,01 - MIAMI,7200931,102 COLLECTION LLC C/O EMIRH R RAMOS,102 COLLECTION LLC,"2174 NW 7 ST MIAMI, FL 33125 ",RET-STR,RETAIL SALES,102 COLLECTION LLC C/O EMIRH R RAMOS,1415 NW 15 AVE #1409,,MIAMI,FL,33125,1,Active,Unpaid,,-- None --,-- None --,,,,-- None --,5/3/16,2017,214,Retail sales
792003,01 - MIAMI,792003,102 SW 16 AVE LLC  C/O ELI BLEEMAN,102 SW 16 AVE LLC,"102 SW 16 AVE MIAMI, FL 33135 ",APT,APARTMENTS,102 SW 16 AVE LLC C/O ELI BLEEMAN,688 BREWERS BRIDGE RD 2,,JACKSON,NJ,8527,18,Active,Paid In Full,9/28/16,-- None --,-- None --,,01-4102-006-1240,,-- None --,8/24/88,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
796202,01 - MIAMI,796202,1020 APARTMENTS LLC,1020 APARTMENTS LLC,"1020 NW 45 AVE MIAMI, FL 33126 ",APT,APARTMENTS,1020 APARTMENTS LLC CHARLES GUERRA  MANAGER,7969 NW 2 ST UNIT #306,,MIAMI,FL,33126,38,Active,Paid In Full,8/14/16,-- None --,-- None --,305-000-0000,01-3132-009-0290,40-172228,-- None --,8/24/88,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5238878,88 - COMMERCIAL LESSORS,5017306,1022 E 33 STREET LLC,1022 E 33 STREET LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1022 E 33 STREET LLC,6300 NW 72 AVE,,MIAMI,FL,33166,10266,Active,Paid In Full,8/2/16,-- None --,-- None --,305-000-0000,04-3108-001-7710,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
811506,02 - MIAMI BEACH,811506,1024 1026 PENN LLC,1024 1026 PENN LLC,"1024 PENNSYLVANIA AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1024 1026 PENN LLC BEACH RENTALS,1330 COLLINS AVE STE #1,,MIAMI BEACH,FL,33139,11,Active,Paid In Full,8/1/16,-- None --,-- None --,305-528-8000,02-4203-009-1150,,-- None --,8/24/88,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5226204,88 - COMMERCIAL LESSORS,5005038,1024 LINCOLN ROAD LLC,1024 LINCOLN ROAD LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1024 LINCOLN ROAD LLC,1407 BROADWAY 41ST FLOOR,,NEW YORK,NY,10018,15552,Active,Paid In Full,7/19/16,-- None --,-- None --,305-000-0000,02-3234-002-0090,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7478270,88 - COMMERCIAL LESSORS,7196006,1025 E 16TH ST LLC C/O JSS FAMILY TRUST,1025 E 16TH ST LLC,MUNICIPALITIES LOC   ,LES,COMMERCL/INDUST/OFFICE SPACE,1025 E 16TH ST LLC C/O JSS FAMILY TRUST,1420 OCEAN WAY #12-A,,JUPITER,FL,33477,4940,Active,Unpaid,,-- None --,-- None --,,04-3117-016-0190,,-- None --,3/11/13,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
761479,01 - MIAMI,761479,1027 NW 4 ST LLC,1027 NW 4 ST LLC,"1027 NW 4 ST MIAMI, FL 33128",APT,APARTMENTS,1027 NW 4 ST LLC,800 SE 3 AVE,,FORT LAUDERDALE,FL,33316,6,Active,Unpaid,,-- None --,-- None --,,01-4102-005-0830,,Social Security or Federal Employer ID #,8/24/88,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
2544550,01 - MIAMI,2422582,JUAN C GOMEZ,1029 APTS,"1029 NW 1 ST MIAMI, FL 33128 ",APT,APARTMENTS,JUAN C GOMEZ,2301 SW 16 CT,,MIAMI,FL,33145,5,Active,Paid In Full,9/11/16,-- None --,-- None --,305-854-1436,01-4102-005-2340,,-- None --,4/1/91,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7496439,01 - MIAMI,7212702,1029 MIAMI LLC ELSA URQUIZA MGR,1029 MIAMI LLC,"1029 SW 1 AVE MIAMI, FL 33130 USA",APT,APARTMENTS,1029 MIAMI LLC ELSA URQUIZA MGR,227 E RIVO ALTO DR,,MIAMI BEACH,FL,33139,9,Active,Unpaid,,-- None --,-- None --,,01-0207-040-1160,31-000923,"Social Security or Federal Employer ID #, TPP Project",10/1/15,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7447985,30 - UNIN DADE COUNTY,7169279,103 FOOD MARKET INC C/O AHWACH MOURAD B,103 FOOD MARKET INC,"2500 NW 103 ST MIAMI, FL 33147 ",RET-STR,RETAIL SALES,103 FOOD MARKET INC C/O AHWACH MOURAD B,2500 NW 103 ST,,MIAMI,FL,33147,1,Active,Paid In Full,11/17/16,-- None --,-- None --,305-621-0066,,,-- None --,4/11/14,2017,214,Retail sales
3351798,04 - HIALEAH,3217155,103 USED AUTO PARTS INC,103 PAINT & BODY SHOP,"4895 E 10 CT HIALEAH, FL 33013 ",BOD,BODY / PAINT / REPAIR SHOP,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-3105-001-0980,,-- None --,10/1/94,2017,213,Service business/multiple service business or Passenger transportation services
856709,30 - UNIN DADE COUNTY,5427505,103 SILVER BLUE LAKE APTS LLC,103 SILVER BLUE LAKE APARTMENTS LLC,"1401 NW 103 ST MIAMI, FL 33147 ",APT,APARTMENTS,103 SILVER BLUE LAKE APTS LLC ZVI SHIFF MGR,1401 NW 103 ST 138,,MIAMI,FL,33147,239,Active,Paid In Full,7/19/16,-- None --,-- None --,305-693-0122,30-2135-000-0136,,-- None --,10/21/04,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
2299949,30 - UNIN DADE COUNTY,2187110,103 ST INC,103 ST INC,"3500 NW 103 ST MIAMI, FL 33147 ",SER-INS,SERVICE BUSINESS,103 ST INC BENIGNO MESA JR,3500 NW 103 ST,,MIAMI,FL,33147,2,Active,Paid In Full,7/19/16,-- None --,-- None --,305-691-5077,30-3104-005-0200,,NSF hold,2/1/90,2017,213,Service business/multiple service business or Passenger transportation services
2299931,30 - UNIN DADE COUNTY,2187110,103 ST INC,103 ST INC,"3500 NW 103 ST MIAMI, FL 33147 ",RET-STR,RETAIL SALES,103 ST INC BENIGNO MESA JR,3500 NW 103 ST,,MIAMI,FL,33147,2,Active,Paid In Full,7/19/16,-- None --,-- None --,305-691-5077,30-3104-005-0200,,NSF hold,2/1/90,2017,214,Retail sales
5688214,04 - HIALEAH,3217163,103 USED AUTO PARTS CORP,103 USED AUTO PARTS CORP,"4895 E 10 CT HIALEAH, FL 33013 ",TOW,TOWING TRUCK,103 USED AUTO PARTS CORP VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-3105-001-0980,,-- None --,8/1/94,2017,213,Service business/multiple service business or Passenger transportation services
3351780,04 - HIALEAH,3217163,103 USED AUTO PARTS CORP,103 USED AUTO PARTS CORP,"4895 E 10 CT HIALEAH, FL 33013 ",JYD,JUNK DEALER / JUNK YARD,103 USED AUTO PARTS CORP VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-3105-001-0980,,-- None --,8/1/94,2017,203,Junk dealers
6570908,04 - HIALEAH,6304778,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4698 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-3105-001-1770,,-- None --,10/1/08,2017,213,Service business/multiple service business or Passenger transportation services
6570882,04 - HIALEAH,6304752,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4860 E 10 LA HIALEAH, FL 33013 ",AUT,AUTO / TRUCK / VAN SERVICE,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,10/1/08,2017,213,Service business/multiple service business or Passenger transportation services
6570965,04 - HIALEAH,6304836,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4839 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,10/1/08,2017,213,Service business/multiple service business or Passenger transportation services
6570932,04 - HIALEAH,6304802,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4841 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/22/16,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,10/1/08,2017,213,Service business/multiple service business or Passenger transportation services
